,company_name,company_type,employess,startup_type,years,location,salary_benefit,company_culture,skill_development,work_life_balance,job_security
249,Zypp Electric,Internet , 201-500 Employees , Startup , 6 years old , Gurgaon +4 more,True,False,False,False,False
250,Medgenome Labs,Biotechnology , 201-500 Employees , Startup , 10 years old , Bangalore +12 more,True,False,False,False,False
251,ZestMoney,Internet , 201-500 Employees , Startup , 8 years old , Bangalore +14 more,True,False,False,False,False
252,Vogo Automotive,Internet , 51-200 Employees , Startup , 7 years old , Montpellier +11 more,True,False,False,False,False
253,Jai Kisan,Internet , 51-200 Employees , Startup , 6 years old , Mumbai +15 more,True,False,False,False,False
254,Fleetx.io,IT Services & Consulting , 201-500 Employees , Startup , 6 years old , Gurgaon +19 more,True,False,False,False,False
255,House of Beauty,Internet , 51-200 Employees , Startup , 4 years old , Gurgaon/Gurugram +13 more,True,False,False,False,False
256,DigiVersal Consultants,Internet , 201-500 Employees , Startup , 8 years old , Noida +2 more,True,False,False,False,False
257,FunnL,Startup , Hyderabad/Secunderabad,,,,True,False,False,False,False
258,BetterPlace Safety Solutions,IT Services & Consulting , 201-500 Employees , Startup , 8 years old , Gronau +10 more,True,False,False,False,False
259,RentoMojo,FinTech , 501-1k Employees , Startup , 9 years old , Bangalore +12 more,True,False,False,False,False
260,Okinawa Autotech,Auto Components , 51-200 Employees , Startup , 7 years old , Gurgaon +11 more,True,False,False,False,False
261,KreditBee,Internet , 501-1k Employees , Startup , 5 years old , Bangalore +9 more,True,False,False,False,False
262,Emeritus Institute of Management,Education & Training , 1k-5k Employees , Startup , 8 years old , Singapore +3 more,True,False,False,False,False
263,Karza Technologies,IT Services & Consulting , 201-500 Employees , Startup , 8 years old , Mumbai +2 more,True,False,False,False,False
264,Payswiff Solutions,FinTech , 201-500 Employees , Startup , 10 years old , Hyderabad +19 more,True,False,False,False,False
265,PhableCare,Internet , 51-200 Employees , Startup , 6 years old , Bangalore +5 more,True,False,False,False,False
266,Bounce,Automobile , 501-1k Employees , Startup , 9 years old , Bangalore +6 more,True,False,False,False,False
267,MyGlamm,Beauty & Personal Care , 501-1k Employees , Indian Unicorn , 8 years old , Mumbai +21 more,True,False,False,False,False
268,SMARTe,IT Services & Consulting , 201-500 Employees , Startup , 9 years old , Delhi +9 more,True,False,False,False,False
269,Tradologie.com,Internet , 51-200 Employees , Startup , 7 years old , Noida +1 more,True,False,False,False,False
270,Vistaprint,Internet , 1k-5k Employees , Startup , 11 years old , Mumbai +8 more,True,False,False,False,False
271,DesignCafe,Retail , 501-1k Employees , Startup , 7 years old , Bangalore +6 more,True,False,False,False,False
272,"MAYBRIGHT VENTURES PRIVATE LIMITED, Kolkata",FinTech , 51-200 Employees , Startup , 7 years old , Kolkata +2 more,True,False,False,False,False
273,Bloombrain Learning Solutions,EdTech , 51-200 Employees , Startup , New Delhi +6 more,,True,False,False,False,False
274,QualiZeal,IT Services & Consulting , 201-500 Employees , Startup , 2 years old , Irving,True,False,False,False,False
275,SUGAR Cosmetics,Internet , 201-500 Employees , Startup , 11 years old , Mumbai +19 more,True,False,False,False,False
276,Novopay Solutions,Software Product , 201-500 Employees , Startup , 9 years old , Bangalore +18 more,True,False,False,False,False
277,Profinch Solutions,FinTech , 501-1k Employees , Startup , 9 years old , Bangalore +3 more,True,False,False,False,False
278,Healthplix Technologies,Fitness & Wellness , 51-200 Employees , Startup , 9 years old , Bangalore +15 more,True,False,False,False,False
279,Revv,Internet , 201-500 Employees , Startup , 8 years old , Bangalore +15 more,True,False,False,False,False
280,PolicyX.com,FinTech , 51-200 Employees , Startup , 10 years old , Gurgaon/Gurugram +4 more,True,False,False,False,False
281,Hero Future Energies,Power , 201-500 Employees , Startup , 11 years old , Delhi +2 more,True,False,False,False,False
282,Apna,Recruitment , 501-1k Employees , Indian Unicorn , 4 years old , Bangalore +6 more,True,False,False,False,False
283,Milky Mist Dairy Food,Internet , 501-1k Employees , Startup , 9 years old , Erode +20 more,True,False,False,False,False
284,ZunRoof Tech,Power , 51-200 Employees , Startup , 7 years old , Gurgaon +7 more,True,False,False,False,False
285,Open Company,Internet , 201-500 Employees , Indian Unicorn , 6 years old , Bangalore +9 more,True,False,False,False,False
286,thinkbridge,Software Product , 201-500 Employees , Startup , 9 years old , Austin +5 more,True,False,False,False,False
287,Park Plus,Internet , 201-500 Employees , Startup , 4 years old , Gurgaon +12 more,True,False,False,False,False
288,Awfis,Real Estate , 501-1k Employees , Startup , 8 years old , Delhi +12 more,True,False,False,False,False
289,Delhi Institute of Digital Marketing (DIDM),Education & Training , 51-200 Employees , Startup , 9 years old , New Delhi +5 more,True,False,False,False,False
290,Hotstar,Internet , 501-1k Employees (Global) , Startup , 8 years old , Mumbai +6 more,True,False,False,False,False
291,Sun Mobility,Auto Components , 11-50 Employees , Startup , 6 years old , Bangalore +4 more,True,False,False,False,False
292,Oaknorth Bank,Banking , 51-200 Employees , Startup , 8 years old , London +2 more,True,False,False,False,False
293,Yubi,Internet , 501-1k Employees , Indian Unicorn , 6 years old , Chennai +5 more,True,False,False,False,False
294,Avanti Learning Centres,Education & Training , 201-500 Employees , Startup , 11 years old , Mumbai +18 more,True,False,False,False,False
295,Junglee Games,IT Services & Consulting , 201-500 Employees , Startup , 11 years old , Delhi +5 more,True,False,False,False,False
296,Pagarbook,Software Product , 51-200 Employees , Startup , 4 years old , Bangalore +18 more,True,False,False,False,False
297,MASAI School,EdTech , 201-500 Employees , Startup , 4 years old , Bangalore +2 more,True,False,False,False,False
298,Drip Capital,FinTech , 201-500 Employees , Startup , 9 years old , Palo Alto +3 more,True,False,False,False,False
299,Xoxoday,Software Product , 51-200 Employees , Startup , 11 years old , Bangalore +5 more,True,False,False,False,False
300,KapitalTech,Financial Services , 201-500 Employees , Public , 9 years old , Mumbai +29 more,True,False,False,False,False
301,Gadgetwood Eservices,IT Services & Consulting , 51-200 Employees , Startup , 10 years old , Delhi +8 more,True,False,False,False,False
302,ATS Homekraft,Real Estate , 201-500 Employees , Startup , 5 years old , Noida +4 more,True,False,False,False,False
303,Cytecare Cancer Hospital,Healthcare , 201-500 Employees , Startup , 9 years old , Bangalore +1 more,True,False,False,False,False
304,Turito,EdTech , 201-500 Employees , Startup , Hyderabad +3 more,,True,False,False,False,False
305,Exclusífe Technosoft,Retail , 11-50 Employees , Startup , 10 years old , Noida +11 more,True,False,False,False,False
306,Paynearby Technologies,Startup , Mumbai +22 more,,,,True,False,False,False,False
307,SoCoMo Technologies,Internet , 51-200 Employees , Startup , 9 years old , Chandigarh +18 more,True,False,False,False,False
308,Waah Jobs,Internet , 1-10 Employees , Startup , 8 years old , Bangalore +12 more,True,False,False,False,False
309,Mobile Premier League,Gaming , 1k-5k Employees , Indian Unicorn , 5 years old , Bangalore/Bengaluru +2 more,True,False,False,False,False
310,KhataBook,FinTech , 51-200 Employees , Startup , 5 years old , Bangalore +13 more,True,False,False,False,False
311,Springworks,Internet , 201-500 Employees , Startup , 9 years old , Bengaluru/Bangalore +5 more,True,False,False,False,False
312,Meritto,Internet , 201-500 Employees , Startup , 6 years old , Gurgaon +7 more,True,False,False,False,False
313,Revolut,Internet , Startup , 8 years old , London +2 more,,True,False,False,False,False
314,Retailio,Internet , Startup , 7 years old , Pune +21 more,,True,False,False,False,False
315,Dtwelve Spaces,Real Estate , 1k-5k Employees , Startup , 6 years old , Delhi/NCR +18 more,True,False,False,False,False
316,Kanerika Software,IT Services & Consulting , 51-200 Employees , Startup , 8 years old , Hyderabad/Secunderabad +2 more,True,False,False,False,False
317,ROI NET Solution,FinTech , 51-200 Employees , Startup , 11 years old , Gurgaon +19 more,True,False,False,False,False
318,FloBiz,IT Services & Consulting , 51-200 Employees , Startup , 4 years old , Bangalore +15 more,True,False,False,False,False
319,Slice,Financial Services , 1k-5k Employees , Indian Unicorn , 8 years old , New York City +4 more,True,False,False,False,False
320,STANPLUS TECHNOLOGIES,Healthcare , 11-50 Employees , Startup , 7 years old , Hyderabad +16 more,True,False,False,False,False
321,TP Central Odisha Distribution,Power , 5k-10k Employees , Startup , Bhubaneswar +9 more,,True,False,False,False,False
322,Bijnis,Internet , 51-200 Employees , Startup , 9 years old , Delhi +14 more,True,False,False,False,False
323,Railrestro.com,Internet , 51-200 Employees , Startup , 8 years old , Patna +1 more,True,False,False,False,False
324,VisAI Labs,Software Product , 51-200 Employees , Startup , 5 years old , Chennai +1 more,True,False,False,False,False
325,Leena AI,Software Product , 201-500 Employees , Startup , 8 years old , Gurgaon +4 more,True,False,False,False,False
326,Wishup,Financial Services , 11-50 Employees , Startup , 8 years old , Delhi +3 more,True,False,False,False,False
327,Pocket FM,Internet , 51-200 Employees , Startup , 5 years old , Gurgaon +6 more,True,False,False,False,False
328,Lentra AI,Internet , 201-500 Employees , Startup , 5 years old , Mumbai +1 more,True,False,False,False,False
329,Gramophone,Agriculture , 201-500 Employees , Startup , 7 years old , Indore +12 more,True,False,False,False,False
330,yellow.ai,Software Product , 501-1k Employees , Startup , 7 years old , San Mateo +3 more,True,False,False,False,False
331,Nxtra Data,IT Services & Consulting , 51-200 Employees , Public , 10 years old , Gurgaon +11 more,True,False,False,False,False
332,Medfin India,Medical Equipment , 51-200 Employees , Startup , 7 years old , Bangalore +8 more,True,False,False,False,False
333,Scymes Services,IT Services & Consulting , 501-1k Employees , Startup , Mumbai +11 more,,True,False,False,False,False
334,Medikabazaar,Medical Equipment , 501-1k Employees , Startup , 9 years old , Mumbai +12 more,True,False,False,False,False
335,Money View,Financial Services , 51-200 Employees , Startup , 9 years old , Bangalore +7 more,True,False,False,False,False
336,Melorra,Internet , 201-500 Employees , Startup , 8 years old , Bangalore +11 more,True,False,False,False,False
337,Airblack,Education & Training , 51-200 Employees , Startup , 4 years old , Gurgaon/Gurugram +4 more,True,False,False,False,False
338,Niyo Solutions,Financial Services , 201-500 Employees , Startup , 8 years old , Bangalore +12 more,True,False,False,False,False
339,EDUGORILLA COMMUNITY,Education & Training , 201-500 Employees , Startup , 7 years old , Lucknow +2 more,True,False,False,False,False
340,Affordplan,Internet , 201-500 Employees , Startup , 7 years old , Delhi +12 more,True,False,False,False,False
341,Turing,Internet , 1k-5k Employees , Startup , 5 years old , Palo Alto +1 more,True,False,False,False,False
342,Inshorts,Internet , 201-500 Employees , Startup , 10 years old , Delhi +5 more,True,False,False,False,False
343,Nineleaps Technology Solutions,IT Services & Consulting , 201-500 Employees , Startup , 9 years old , Bangalore/Bengaluru +1 more,True,False,False,False,False
344,Stylebaazar,Internet , 201-500 Employees , Startup , 10 years old , Howrah +23 more,True,False,False,False,False
345,LambdaTest,Software Product , 201-500 Employees , Startup , 6 years old , San Francisco +2 more,True,False,False,False,False
346,Ekeeda,EdTech , 51-200 Employees , Startup , 7 years old , Mumbai +4 more,True,False,False,False,False
347,Blackbuck Insights,IT Services & Consulting , 201-500 Employees , Startup , 7 years old , Rolling Meadows +6 more,True,False,False,False,False
348,XYXX Apparels,Fashion & Textile , 201-500 Employees , Startup , 7 years old , Surat +12 more,True,False,False,False,False
349,Yaantra,Internet , 501-1k Employees , Startup , 10 years old , Delhi +11 more,True,False,False,False,False
350,Harness,Software Product , 201-500 Employees , Startup , 8 years old , San Francisco +5 more,True,False,False,False,False
351,Zopsmart Technology,Software Product , 201-500 Employees , Startup , 9 years old , Bangalore +8 more,True,False,False,False,False
352,Eduvanz,FinTech , 201-500 Employees , Startup , 7 years old , Mumbai +5 more,True,False,False,False,False
353,Chqbook.com,Financial Services , 51-200 Employees , Startup , 6 years old , Gurgaon +11 more,True,False,False,False,False
354,Goqii,Fitness & Wellness , 51-200 Employees , Startup , 9 years old , Mumbai +9 more,True,False,False,False,False
355,Power2sme,Industrial Automation , 51-200 Employees , Startup , 11 years old , Gurgaon +8 more,True,False,False,False,False
356,CivilMantra Infracon Private Limited,Engineering & Construction , 201-500 Employees , Startup , 9 years old , Gurgaon/Gurugram +1 more,True,False,False,False,False
357,Monjin Interviews,Software Product , 51-200 Employees , Startup , 9 years old , Pune +6 more,True,False,False,False,False
358,Brick&Bolt,Engineering & Construction , 51-200 Employees , Startup , 6 years old , Bangalore +4 more,True,False,False,False,False
359,Cloudtail India,Internet , 501-1k Employees , Startup , 9 years old , Bengaluru +4 more,True,False,False,False,False
360,NuvoEx,Logistics , 1k-5k Employees , Startup , 10 years old , Delhi +15 more,True,False,False,False,False
361,CRED,FinTech , 201-500 Employees , Indian Unicorn , 5 years old , Bangalore +6 more,True,False,False,False,False
362,GetMyUni,Education & Training , 51-200 Employees , Startup , 8 years old , Bangalore +2 more,True,False,False,False,False
363,21North,Internet , 501-1k Employees , Startup , 8 years old , Bangalore +13 more,True,False,False,False,False
364,Sequretek It Solutions,IT Services & Consulting , 201-500 Employees , Startup , 10 years old , Mumbai +5 more,True,False,False,False,False
365,6Sense,Software Product , 201-500 Employees , Startup , 10 years old , San Francisco +1 more,True,False,False,False,False
366,Gameskraft,Software Product , 501-1k Employees , Startup , 6 years old , Bangalore +1 more,True,False,False,False,False
